Sample ID,Sampling Event,Date,Time,FL (mm),Field Run ID,SHERLOCK ID,SHERLOCK Early/Late  Call,SHERLOCK Spring/Winter Call,GTSeq ID,Gtseq Chr28 haplo,GTSeq Run ID,Final Run Designation,,** = Incongruence,"Spring*=Early/Early sample that most likely is spring, but has not been run through the spring/winter assay"
BTC23_7_A_4,7,1/30/2023,n/r,36,Fall,,Early/Early,,,,,Spring*,,,
BTC23_7_A_5,7,1/30/2023,n/r,35,Fall,,,,,,,,,,
BTC23_7_A_6,7,1/31/2023,n/r,37,Fall,,,,,,,,,,
BTC23_7_A_7,7,1/31/2023,n/r,33,Fall,,,,,,,,,,
BTC23_7_A_8,7,1/31/2023,n/r,37,Fall,,,,,,,,,,
BTC23_7_A_9,7,1/31/2023,n/r,35,Fall,,,,,,,,,,
BUT23_7_A_1,7,2/7/2023,9:50,38,Spring,,,,,,,,,,
BUT23_7_A_2,7,2/6/2023,9:30,37,Spring,,,,,,,,,,
BUT23_7_A_3,7,2/6/2023,9:35,35,Spring,,,,,,,,,,
BUT23_7_A_4,7,2/6/2023,9:38,38,Spring,,,,,,,,,,
BUT23_7_A_5,7,2/6/2023,9:39,36,Spring,,Early/Early,,,,,Spring*,,,
BUT23_7_A_6,7,2/6/2023,9:41,37,Spring,,,,,,,,,,
BUT23_7_A_7,7,2/6/2023,9:43,37,Spring,,,,,,,,,,
BUT23_7_A_8,7,2/6/2023,9:45,33,Spring,,,,,,,,,,
CLR23_7_A_1,7,1/30/2023,n/r,36,Fall,,Late/Late,,,,,Fall or Late Fall,,,
CLR23_7_A_10,7,1/30/2023,n/r,37,Fall,,,,,,,,,,
CLR23_7_A_11,7,1/30/2023,n/r,36,Fall,,,,,,,,,,
CLR23_7_A_12,7,1/30/2023,n/r,37,Fall,,Late/Late,,,,,Fall or Late Fall,,,
CLR23_7_A_13,7,1/30/2023,n/r,37,Fall,,,,,,,,,,
CLR23_7_A_14,7,1/30/2023,n/r,39,Fall,,,,,,,,,,
CLR23_7_A_15,7,1/30/2023,n/r,38,Fall,,,,,,,,,,
CLR23_7_A_16,7,1/30/2023,n/r,37,Fall,,,,,,,,,,
CLR23_7_A_17,7,1/30/2023,n/r,39,Fall,,,,,,,,,,
CLR23_7_A_18,7,1/30/2023,n/r,39,Fall,,,,,,,,,,
CLR23_7_A_19,7,1/30/2023,n/r,36,Fall,,,,,,,,,,
CLR23_7_A_2,7,1/30/2023,n/r,36,Fall,,,,,,,,,,
CLR23_7_A_20,7,1/30/2023,n/r,35,Fall,,,,,,,,,,
CLR23_7_A_21,7,1/30/2023,n/r,38,Fall,,,,,,,,,,
CLR23_7_A_22,7,1/30/2023,n/r,37,Fall,,,,,,,,,,
CLR23_7_A_23,7,1/30/2023,n/r,35,Fall,,Early/Early,,,,,Spring*,,,
CLR23_7_A_24,7,1/30/2023,n/r,37,Fall,,,,,,,,,,
CLR23_7_A_25,7,1/30/2023,n/r,37,Fall,,,,,,,,,,
CLR23_7_A_3,7,1/30/2023,n/r,36,Fall,,,,,,,,,,
CLR23_7_A_4,7,1/30/2023,n/r,39,Fall,,Late/Late,,,,,Fall or Late Fall,,,
CLR23_7_A_5,7,1/30/2023,n/r,36,Fall,,Late/Late,,,,,Fall or Late Fall,,,
CLR23_7_A_6,7,1/30/2023,n/r,37,Fall,,,,,,,,,,
CLR23_7_A_7,7,1/30/2023,n/r,37,Fall,,,,,,,,,,
CLR23_7_A_8,7,1/30/2023,n/r,36,Fall,,,,,,,,,,
CLR23_7_A_9,7,1/30/2023,n/r,38,Fall,,,,,,,,,,
DEL23_7_A_1,7,2/6/2023,10:38,36,Fall,,,,,,,,,,
DEL23_7_A_10,7,2/7/2023,10:30,38,Fall,,,,,,,,,,
DEL23_7_A_11,7,2/7/2023,10:33,36,Fall,,,,,,,,,,
DEL23_7_A_12,7,2/7/2023,10:35,36,Fall,,,,,,,,,,
DEL23_7_A_13,7,2/7/2023,10:37,40,Fall,,,,,,,,,,
DEL23_7_A_14,7,2/7/2023,10:40,41,Fall,,,,,,,,,,
DEL23_7_A_15,7,2/7/2023,10:43,34,Fall,,,,,,,,,,
DEL23_7_A_16,7,2/7/2023,10:46,39,Fall,,,,,,,,,,
DEL23_7_A_17,7,2/7/2023,10:49,34,Fall,,,,,,,,,,
DEL23_7_A_18,7,2/7/2023,10:51,37,Fall,,,,,,,,,,
DEL23_7_A_19,7,2/7/2023,10:54,37,Fall,,,,,,,,,,
DEL23_7_A_2,7,2/6/2023,10:47,36,Fall,,,,,,,,,,
DEL23_7_A_20,7,2/7/2023,10:58,36,Fall,,Early/Early,,,,,Spring*,,,
DEL23_7_A_21,7,2/7/2023,10:59,36,Fall,,Early/Early,,,,,Spring*,,,
DEL23_7_A_22,7,2/7/2023,11:02,37,Fall,,,,,,,,,,
DEL23_7_A_23,7,2/7/2023,11:05,38,Fall,,,,,,,,,,
DEL23_7_A_24,7,2/7/2023,11:07,37,Fall,,Early/Early,,,,,Spring*,,,
DEL23_7_A_25,7,2/7/2023,11:09,38,Fall,,,,,,,,,,
DEL23_7_A_3,7,2/6/2023,10:49,38,Fall,,,,,,,,,,
DEL23_7_A_4,7,2/6/2023,10:58,37,Fall,,,,,,,,,,
DEL23_7_A_5,7,2/6/2023,11:03,37,Fall,,Late/Late,,,,,Fall or Late Fall,,,
DEL23_7_A_6,7,2/6/2023,11:07,41,Fall,,,,,,,,,,
DEL23_7_A_7,7,2/7/2023,11:23,43,Fall,,,,,,,,,,
DEL23_7_A_8,7,2/7/2023,12:51,42,Fall,,,,,,,,,,
DEL23_7_A_9,7,2/7/2023,10:28,38,Fall,,Late/Late,,,,,Fall or Late Fall,,,
DEL23_7_B_1,7,2/6/2023,10:42,51,Spring,,Late/Late,,,,,Fall or Late Fall,,,
DEL23_7_B_2,7,2/6/2023,10:54,48,Fall,,Late/Late,,,,,Fall or Late Fall,,,
DEL23_7_B_3,7,2/6/2023,11:17,49,Fall,,,,,,,,,,
DEL23_7_B_4,7,2/6/2023,11:21,45,Fall,,,,,,,,,,
DEL23_7_B_5,7,2/6/2023,11:33,54,Spring,,,,,,,,,,
DER23_7_A_1,7,1/31/2023,n/r,35,n/r,,,,,,,,,,
DER23_7_A_2,7,2/7/2023,13:20,30,n/r,,Early/Early,,,,,Spring*,,,
DER23_7_A_3,7,2/8/2023,8:45,34,n/r,,Early/Early,,,,,Spring*,,,
F1723_7_A_1,7,2/6/2023,11:10,35,Fall,,,,,,,,,,
F1723_7_A_10,7,2/6/2023,11:29,34,Fall,,,,,,,,,,
F1723_7_A_11,7,2/6/2023,11:30,33,Fall,,Late/Late,,,,,Fall or Late Fall,,,
F1723_7_A_12,7,2/6/2023,11:32,35,Fall,,,,,,,,,,
F1723_7_A_13,7,2/6/2023,11:34,35,Fall,,,,,,,,,,
F1723_7_A_14,7,2/6/2023,11:30,38,Fall,,,,,,,,,,
F1723_7_A_15,7,2/7/2023,11:00,45,Fall,,Early/Early,,,,,Spring*,,,
F1723_7_A_16,7,2/7/2023,11:03,36,Fall,,,,,,,,,,
F1723_7_A_17,7,2/7/2023,11:05,36,Fall,,,,,,,,,,
F1723_7_A_18,7,2/7/2023,11:08,35,Fall,,,,,,,,,,
F1723_7_A_19,7,2/7/2023,11:12,37,Fall,,Late/Late,,,,,Fall or Late Fall,,,
F1723_7_A_2,7,2/6/2023,11:10,36,Fall,,,,,,,,,,
F1723_7_A_20,7,2/7/2023,11:15,34,Fall,,Early/Early,,,,,Spring*,,,
F1723_7_A_21,7,2/9/2023,11:15,38,Fall,,,,,,,,,,
F1723_7_A_22,7,2/9/2023,11:19,36,Fall,,,,,,,,,,
F1723_7_A_23,7,2/9/2023,11:22,39,Fall,,,,,,,,,,
F1723_7_A_3,7,2/6/2023,11:15,37,Fall,,,,,,,,,,
F1723_7_A_4,7,2/6/2023,11:17,35,Fall,,,,,,,,,,
F1723_7_A_5,7,2/6/2023,11:19,35,Fall,,,,,,,,,,
F1723_7_A_6,7,2/6/2023,11:20,36,Fall,,,,,,,,,,
F1723_7_A_7,7,2/6/2023,11:22,34,Fall,,,,,,,,,,
F1723_7_A_8,7,2/6/2023,11:24,37,Fall,,,,,,,,,,
F1723_7_A_9,7,2/6/2023,11:26,34,Fall,,Late/Late,,,,,Fall or Late Fall,,,
F6123_7_A_1,7,2/6/2023,13:26,36,Fall,,,,,,,,,,
F6123_7_A_10,7,2/6/2023,13:40,35,Fall,,,,,,,,,,
F6123_7_A_100,7,2/9/2023,14:01,36,Fall,,,,,,,,,,
F6123_7_A_101,7,2/9/2023,14:02,38,Fall,,,,,,,,,,
F6123_7_A_102,7,2/9/2023,14:04,39,Fall,,,,,,,,,,
F6123_7_A_103,7,2/9/2023,14:05,35,Fall,,,,,,,,,,
F6123_7_A_104,7,2/9/2023,14:07,38,Fall,,,,,,,,,,
F6123_7_A_105,7,2/9/2023,14:08,47,Fall,,,,,,,,,,
F6123_7_A_106,7,2/9/2023,14:09,35,Fall,,,,,,,,,,
F6123_7_A_107,7,2/9/2023,14:11,36,Fall,,Early/Early,,,,,Spring*,,,
F6123_7_A_108,7,2/9/2023,14:12,37,Fall,,,,,,,,,,
F6123_7_A_109,7,2/9/2023,14:14,36,Fall,,,,,,,,,,
F6123_7_A_11,7,2/6/2023,13:42,36,Fall,,,,,,,,,,
F6123_7_A_110,7,2/9/2023,14:15,36,Fall,,Early/Early,,,,,Spring*,,,
F6123_7_A_12,7,2/6/2023,13:44,36,Fall,,Late/Late,,,,,Fall or Late Fall,,,
F6123_7_A_13,7,2/6/2023,13:46,34,Fall,,Early/Early,,,,,Spring*,,,
F6123_7_A_14,7,2/6/2023,13:48,37,Fall,,,,,,,,,,
F6123_7_A_15,7,2/6/2023,13:50,34,Fall,,Late/Late,,,,,Fall or Late Fall,,,
F6123_7_A_16,7,2/6/2023,13:52,38,Fall,,,,,,,,,,
F6123_7_A_17,7,2/6/2023,13:53,36,Fall,,,,,,,,,,
F6123_7_A_18,7,2/6/2023,13:55,34,Fall,,Late/Late,,,,,Fall or Late Fall,,,
F6123_7_A_19,7,2/6/2023,13:56,36,Fall,,,,,,,,,,
F6123_7_A_2,7,2/6/2023,13:27,37,Fall,,,,,,,,,,
F6123_7_A_20,7,2/6/2023,13:58,35,Fall,,,,,,,,,,
F6123_7_A_21,7,2/7/2023,12:20,38,Fall,,,,,,,,,,
F6123_7_A_22,7,2/7/2023,12:22,35,Fall,,,,,,,,,,
F6123_7_A_23,7,2/7/2023,12:24,37,Fall,,,,,,,,,,
F6123_7_A_24,7,2/7/2023,12:25,36,Fall,,,,,,,,,,
F6123_7_A_25,7,2/7/2023,12:27,39,Fall,,,,,,,,,,
F6123_7_A_26,7,2/7/2023,12:29,37,Fall,,,,,,,,,,
F6123_7_A_27,7,2/7/2023,12:32,36,Fall,,Late/Late,,,,,Fall or Late Fall,,,
F6123_7_A_28,7,2/7/2023,12:34,39,Fall,,,,,,,,,,
F6123_7_A_29,7,2/7/2023,12:35,37,Fall,,,,,,,,,,
F6123_7_A_3,7,2/6/2023,13:29,37,Fall,,,,,,,,,,
F6123_7_A_30,7,2/7/2023,12:37,36,Fall,,Late/Late,,,,,Fall or Late Fall,,,
F6123_7_A_31,7,2/7/2023,12:39,39,Fall,,,,,,,,,,
F6123_7_A_32,7,2/7/2023,12:41,35,Fall,,,,,,,,,,
F6123_7_A_33,7,2/7/2023,12:42,37,Fall,,,,,,,,,,
F6123_7_A_34,7,2/7/2023,12:44,34,Fall,,Late/Late,,,,,Fall or Late Fall,,,
F6123_7_A_35,7,2/7/2023,12:45,38,Fall,,,,,,,,,,
F6123_7_A_36,7,2/7/2023,12:47,39,Fall,,Early/Early,,,,,Spring*,,,
F6123_7_A_37,7,2/7/2023,12:49,35,Fall,,Late/Late,,,,,Fall or Late Fall,,,
F6123_7_A_38,7,2/7/2023,12:50,36,Fall,,,,,,,,,,
F6123_7_A_39,7,2/7/2023,12:51,37,Fall,,,,,,,,,,
F6123_7_A_4,7,2/6/2023,13:31,35,Fall,,,,,,,,,,
F6123_7_A_40,7,2/7/2023,12:53,39,Fall,,,,,,,,,,
F6123_7_A_41,7,2/8/2023,12:34,34,Fall,,,,,,,,,,
F6123_7_A_42,7,2/8/2023,12:36,38,Fall,,Early/Early,,,,,Spring*,,,
F6123_7_A_43,7,2/8/2023,12:37,36,Fall,,Late/Late,,,,,Fall or Late Fall,,,
F6123_7_A_44,7,2/8/2023,12:38,36,Fall,,,,,,,,,,
F6123_7_A_45,7,2/8/2023,12:40,34,Fall,,,,,,,,,,
F6123_7_A_46,7,2/8/2023,12:41,36,Fall,,Late/Late,,,,,Fall or Late Fall,,,
F6123_7_A_47,7,2/8/2023,12:43,35,Fall,,,,,,,,,,
F6123_7_A_48,7,2/8/2023,12:45,39,Fall,,,,,,,,,,
F6123_7_A_49,7,2/8/2023,12:47,35,Fall,,,,,,,,,,
F6123_7_A_5,7,2/6/2023,13:33,35,Fall,,,,,,,,,,
F6123_7_A_50,7,2/8/2023,12:48,37,Fall,,,,,,,,,,
F6123_7_A_51,7,2/8/2023,12:50,35,Fall,,,,,,,,,,
F6123_7_A_52,7,2/8/2023,12:52,39,Fall,,Late/Late,,,,,Fall or Late Fall,,,
F6123_7_A_53,7,2/8/2023,12:54,34,Fall,,,,,,,,,,
F6123_7_A_54,7,2/8/2023,12:56,34,Fall,,,,,,,,,,
F6123_7_A_55,7,2/8/2023,12:57,39,Fall,,,,,,,,,,
F6123_7_A_56,7,2/8/2023,12:59,34,Fall,,,,,,,,,,
F6123_7_A_57,7,2/8/2023,13:00,36,Fall,,,,,,,,,,
F6123_7_A_58,7,2/8/2023,13:02,35,Fall,,,,,,,,,,
F6123_7_A_59,7,2/8/2023,13:03,37,Fall,,,,,,,,,,
F6123_7_A_6,7,2/6/2023,13:34,37,Fall,,,,,,,,,,
F6123_7_A_60,7,2/8/2023,13:05,37,Fall,,,,,,,,,,
F6123_7_A_61,7,2/9/2023,12:46,39,Fall,,,,,,,,,,
F6123_7_A_62,7,2/9/2023,12:48,37,Fall,,,,,,,,,,
F6123_7_A_63,7,2/9/2023,12:49,35,Fall,,,,,,,,,,
F6123_7_A_64,7,2/9/2023,12:51,37,Fall,,,,,,,,,,
F6123_7_A_65,7,2/9/2023,12:52,35,Fall,,,,,,,,,,
F6123_7_A_66,7,2/9/2023,12:54,37,Fall,,,,,,,,,,
F6123_7_A_67,7,2/9/2023,12:55,35,Fall,,,,,,,,,,
F6123_7_A_68,7,2/9/2023,12:57,35,Fall,,,,,,,,,,
F6123_7_A_69,7,2/9/2023,12:58,39,Fall,,,,,,,,,,
F6123_7_A_7,7,2/6/2023,13:35,35,Fall,,,,,,,,,,
F6123_7_A_70,7,2/9/2023,13:00,37,Fall,,,,,,,,,,
F6123_7_A_71,7,2/9/2023,13:02,37,Fall,,,,,,,,,,
F6123_7_A_72,7,2/9/2023,13:04,34,Fall,,,,,,,,,,
F6123_7_A_73,7,2/9/2023,13:05,37,Fall,,,,,,,,,,
F6123_7_A_74,7,2/9/2023,13:07,35,Fall,,,,,,,,,,
F6123_7_A_75,7,2/9/2023,13:09,37,Fall,,,,,,,,,,
F6123_7_A_76,7,2/9/2023,13:11,38,Fall,,,,,,,,,,
F6123_7_A_77,7,2/9/2023,13:13,35,Fall,,,,,,,,,,
F6123_7_A_78,7,2/9/2023,13:15,38,Fall,,,,,,,,,,
F6123_7_A_79,7,2/9/2023,13:17,39,Fall,,Late/Late,,,,,Fall or Late Fall,,,
F6123_7_A_8,7,2/6/2023,13:37,36,Fall,,,,,,,,,,
F6123_7_A_80,7,2/9/2023,13:20,37,Fall,,,,,,,,,,
F6123_7_A_81,7,2/9/2023,13:29,37,Fall,,Early/Early,,,,,Spring*,,,
F6123_7_A_82,7,2/9/2023,13:31,37,Fall,,Early/Early,,,,,Spring*,,,
F6123_7_A_83,7,2/9/2023,13:33,38,Fall,,,,,,,,,,
F6123_7_A_84,7,2/9/2023,13:34,39,Fall,,,,,,,,,,
F6123_7_A_85,7,2/9/2023,13:36,37,Fall,,Early/Early,,,,,Spring*,,,
F6123_7_A_86,7,2/9/2023,13:37,39,Fall,,Late/Late,,,,,Fall or Late Fall,,,
F6123_7_A_87,7,2/9/2023,13:40,35,Fall,,Late/Late,,,,,Fall or Late Fall,,,
F6123_7_A_88,7,2/9/2023,13:41,38,Fall,,,,,,,,,,
F6123_7_A_89,7,2/9/2023,13:43,35,Fall,,,,,,,,,,
F6123_7_A_9,7,2/6/2023,13:39,35,Fall,,,,,,,,,,
F6123_7_A_90,7,2/9/2023,13:45,37,Fall,,Early/Early,,,,,Spring*,,,
F6123_7_A_91,7,2/9/2023,13:47,39,Fall,,,,,,,,,,
F6123_7_A_92,7,2/9/2023,13:49,35,Fall,,,,,,,,,,
F6123_7_A_93,7,2/9/2023,13:51,37,Fall,,,,,,,,,,
F6123_7_A_94,7,2/9/2023,13:53,35,Fall,,,,,,,,,,
F6123_7_A_95,7,2/9/2023,13:54,37,Fall,,,,,,,,,,
F6123_7_A_96,7,2/9/2023,13:56,37,Fall,,,,,,,,,,
F6123_7_A_97,7,2/9/2023,13:57,39,Fall,,,,,,,,,,
F6123_7_A_98,7,2/9/2023,13:58,40,Fall,,,,,,,,,,
F6123_7_A_99,7,2/9/2023,14:00,35,Fall,,,,,,,,,,
F6123_7_B_1,7,2/6/2023,14:04,55,Spring,,,,,,,,,,
F6123_7_B_2,7,2/9/2023,14:20,58,Spring,,Early/Early,,,,,Spring*,,,
F6123_7_B_3,7,2/9/2023,14:21,60,Spring,,,,,,,,,,
F6123_7_C_1,7,2/6/2023,14:06,73,Winter,,,,,,,,,,
F6123_7_C_2,7,2/6/2023,14:08,75,Winter,,,,,,,,,,
F6123_7_C_3,7,2/9/2023,14:17,72,Winter,,,,,,,,,,
KNL23_7_A_1,7,2/7/2023,11:30,37,n/r,,,,,,,,,,
KNL23_7_A_10,7,2/7/2023,11:37,36,n/r,,,,,,,,,,
KNL23_7_A_11,7,2/7/2023,11:38,38,n/r,,,,,,,,,,
KNL23_7_A_12,7,2/7/2023,11:39,37,n/r,,,,,,,,,,
KNL23_7_A_13,7,2/7/2023,11:40,34,n/r,,,,,,,,,,
KNL23_7_A_14,7,2/7/2023,11:42,36,n/r,,,,,,,,,,
KNL23_7_A_15,7,2/7/2023,11:43,38,n/r,,,,,,,,,,
KNL23_7_A_16,7,2/7/2023,11:44,36,n/r,,,,,,,,,,
KNL23_7_A_17,7,2/7/2023,11:45,36,n/r,,,,,,,,,,
KNL23_7_A_18,7,2/7/2023,11:46,35,n/r,,,,,,,,,,
KNL23_7_A_19,7,2/7/2023,11:47,38,n/r,,,,,,,,,,
KNL23_7_A_2,7,2/7/2023,11:30,37,n/r,,,,,,,,,,
KNL23_7_A_20,7,2/7/2023,11:48,37,n/r,,Late/Late,,,,,Fall or Late Fall,,,
KNL23_7_A_21,7,2/7/2023,11:49,39,n/r,,Late/Late,,,,,Fall or Late Fall,,,
KNL23_7_A_22,7,2/7/2023,11:50,34,n/r,,,,,,,,,,
KNL23_7_A_23,7,2/7/2023,11:51,35,n/r,,,,,,,,,,
KNL23_7_A_24,7,2/7/2023,11:52,35,n/r,,,,,,,,,,
KNL23_7_A_25,7,2/7/2023,11:53,43,n/r,,,,,,,,,,
KNL23_7_A_26,7,2/7/2023,11:55,37,n/r,,,,,,,,,,
KNL23_7_A_27,7,2/7/2023,11:56,39,n/r,,,,,,,,,,
KNL23_7_A_28,7,2/7/2023,12:02,35,n/r,,,,,,,,,,
KNL23_7_A_29,7,2/7/2023,12:03,38,n/r,,Early/Early,,,,,Spring*,,,
KNL23_7_A_3,7,2/7/2023,11:32,35,n/r,,,,,,,,,,
KNL23_7_A_30,7,2/7/2023,12:04,36,n/r,,,,,,,,,,
KNL23_7_A_4,7,2/7/2023,11:32,40,n/r,,Late/Late,,,,,Fall or Late Fall,,,
KNL23_7_A_5,7,2/7/2023,11:32,36,n/r,,,,,,,,,,
KNL23_7_A_6,7,2/7/2023,11:32,39,n/r,,Early/Early,,,,,Spring*,,,
KNL23_7_A_7,7,2/7/2023,11:33,36,n/r,,,,,,,,,,
KNL23_7_A_8,7,2/7/2023,11:35,37,n/r,,,,,,,,,,
KNL23_7_A_9,7,2/7/2023,11:36,36,n/r,,,,,,,,,,
KNL23_7_B_1,7,2/7/2023,12:05,38,n/r,,,,,,,,,,
KNL23_7_B_2,7,2/7/2023,12:06,39,n/r,,,,,,,,,,
KNL23_7_B_3,7,2/7/2023,12:07,35,n/r,,Early/Early,,,,,Spring*,,,
KNL23_7_B_4,7,2/7/2023,12:08,40,n/r,,Late/Late,,,,,Fall or Late Fall,,,
KNL23_7_B_5,7,2/7/2023,12:09,35,n/r,,,,,,,,,,
KNL23_7_C_1,7,2/7/2023,12:10,39,n/r,,,,,,,,,,
KNL23_7_C_2,7,2/7/2023,12:10,34,n/r,,,,,,,,,,
KNL23_7_C_3,7,2/7/2023,12:11,35,n/r,,Early/Early,,,,,Spring*,,,
KNL23_7_C_4,7,2/7/2023,12:12,37,n/r,,,,,,,,,,
KNL23_7_C_5,7,2/7/2023,12:14,35,n/r,,,,,,,,,,
MIL23_7_A_1,7,1/30/2023,11:04,33,n/r,,Early/Early,,,,,Spring*,,,
MIL23_7_A_10,7,2/6/2023,13:35,36,n/r,,Early/Early,,,,,Spring*,,,
MIL23_7_A_11,7,2/6/2023,13:39,33,n/r,,,,,,,,,,
MIL23_7_A_12,7,2/6/2023,13:42,36,n/r,,,,,,,,,,
MIL23_7_A_13,7,2/6/2023,13:46,34,n/r,,,,,,,,,,
MIL23_7_A_14,7,2/6/2023,13:47,36,n/r,,Early/Early,,,,,Spring*,,,
MIL23_7_A_15,7,2/6/2023,13:49,37,n/r,,,,,,,,,,
MIL23_7_A_16,7,2/6/2023,13:52,37,n/r,,Early/Early,,,,,Spring*,,,
MIL23_7_A_17,7,2/6/2023,13:54,39,n/r,,,,,,,,,,
MIL23_7_A_18,7,2/6/2023,13:56,35,n/r,,Early/Early,,,,,Spring*,,,
MIL23_7_A_19,7,2/6/2023,13:57,36,n/r,,,,,,,,,,
MIL23_7_A_2,7,1/30/2023,11:07,30,n/r,,,,,,,,,,
MIL23_7_A_20,7,2/6/2023,13:58,37,n/r,,,,,,,,,,
MIL23_7_A_3,7,1/30/2023,11:09,31,n/r,,,,,,,,,,
MIL23_7_A_4,7,1/30/2023,11:12,29,n/r,,,,,,,,,,
MIL23_7_A_5,7,1/30/2023,11:14,37,n/r,,,,,,,,,,
MIL23_7_A_6,7,1/30/2023,11:17,27,n/r,,Early/Early,,,,,Spring*,,,
MIL23_7_A_7,7,1/30/2023,13:19,35,n/r,,Early/Early,,,,,Spring*,,,
MIL23_7_A_8,7,2/6/2023,13:24,34,n/r,,Early/Early,,,,,Spring*,,,
MIL23_7_A_9,7,2/6/2023,13:29,33,n/r,,,,,,,,,,
TIS23_7_A_1,7,2/14/2023,n/r,44,n/r,,Early/Early,,,,,Spring*,,,
TIS23_7_A_10,7,2/14/2023,n/r,40,n/r,,,,,,,,,,
TIS23_7_A_11,7,2/14/2023,n/r,37,n/r,,,,,,,,,,
TIS23_7_A_12,7,2/15/2023,n/r,44,n/r,,,,,,,,,,
TIS23_7_A_13,7,2/15/2023,n/r,40,n/r,,Late/Late,,,,,Fall or Late Fall,,,
TIS23_7_A_14,7,2/15/2023,n/r,34,n/r,,,,,,,,,,
TIS23_7_A_15,7,2/15/2023,n/r,47,n/r,,,,,,,,,,
TIS23_7_A_16,7,2/15/2023,n/r,37,n/r,,,,,,,,,,
TIS23_7_A_17,7,2/15/2023,n/r,38,n/r,,Early/Early,,,,,Spring*,,,
TIS23_7_A_18,7,2/16/2023,n/r,47,n/r,,,,,,,,,,
TIS23_7_A_19,7,2/16/2023,n/r,38,n/r,,,,,,,,,,
TIS23_7_A_2,7,2/14/2023,n/r,39,n/r,,,,,,,,,,
TIS23_7_A_3,7,2/14/2023,n/r,41,n/r,,,,,,,,,,
TIS23_7_A_4,7,2/14/2023,n/r,42,n/r,,,,,,,,,,
TIS23_7_A_5,7,2/14/2023,n/r,48,n/r,,Early/Early,,,,,Spring*,,,
TIS23_7_A_6,7,2/14/2023,n/r,40,n/r,,,,,,,,,,
TIS23_7_A_7,7,2/14/2023,n/r,38,n/r,,,,,,,,,,
TIS23_7_A_8,7,2/14/2023,n/r,42,n/r,,,,,,,,,,
TIS23_7_A_9,7,2/14/2023,n/r,39,n/r,,,,,,,,,,
TIS23_7_B_1,7,2/6/2023,n/r,55,n/r,,Early/Early,,,,,Spring*,,,
TIS23_7_B_10,7,2/14/2023,n/r,57,n/r,,,,,,,,,,
TIS23_7_B_2,7,2/6/2023,n/r,48,n/r,,,,,,,,,,
TIS23_7_B_3,7,2/6/2023,n/r,54,n/r,,,,,,,,,,
TIS23_7_B_4,7,2/6/2023,n/r,57,n/r,,,,,,,,,,
TIS23_7_B_5,7,2/6/2023,n/r,49,n/r,,,,,,,,,,
TIS23_7_B_6,7,2/14/2023,n/r,58,n/r,,,,,,,,,,
TIS23_7_B_7,7,2/14/2023,n/r,49,n/r,,,,,,,,,,
TIS23_7_B_8,7,2/10/2023,11:55,49,n/r,,Late/Late,,,,,Fall or Late Fall,,,
TIS23_7_B_9,7,2/10/2023,12:10,47,n/r,,,,,,,,,,
TIS23_7_C_1,7,2/6/2023,n/r,67,n/r,,,,,,,,,,
TIS23_7_C_2,7,2/6/2023,n/r,73,n/r,,Early/Early,,,,,Spring*,,,
TIS23_7_C_3,7,2/6/2023,n/r,68,n/r,,,,,,,,,,
TIS23_7_C_4,7,2/6/2023,n/r,84,n/r,,,,,,,,,,
TIS23_7_C_5,7,2/6/2023,n/r,80,n/r,,,,,,,,,,
TIS23_7_D_1,7,2/6/2023,n/r,109,n/r,,,,,,,,,,
TIS23_7_D_2,7,2/6/2023,n/r,86,n/r,,Early/Early,,,,,Spring*,,,
TIS23_7_D_3,7,2/6/2023,n/r,86,n/r,,,,,,,,,,
TIS23_7_D_4,7,2/7/2023,n/r,103,n/r,,Late/Late,,,,,Fall or Late Fall,,,
TIS23_7_D_5,7,2/15/2023,n/r,88,n/r,,,,,,,,,,
YUR23_7_A_1,7,2/6/2023,10:38,35,Fall,,,,,,,,,,
YUR23_7_A_10,7,2/6/2023,10:51,35,Fall,,,,,,,,,,
YUR23_7_A_11,7,2/6/2023,10:52,34,Fall,,,,,,,,,,
YUR23_7_A_12,7,2/6/2023,10:54,36,Fall,,,,,,,,,,
YUR23_7_A_13,7,2/6/2023,10:55,34,Fall,,Late/Late,,,,,Fall or Late Fall,,,
YUR23_7_A_14,7,2/6/2023,10:56,37,Fall,,Early/Early,,,,,Spring*,,,
YUR23_7_A_15,7,2/6/2023,10:57,38,Fall,,,,,,,,,,
YUR23_7_A_2,7,2/6/2023,10:40,37,Fall,,Early/Early,,,,,Spring*,,,
YUR23_7_A_3,7,2/6/2023,10:41,36,Fall,,,,,,,,,,
YUR23_7_A_4,7,2/6/2023,10:42,35,Fall,,,,,,,,,,
YUR23_7_A_5,7,2/6/2023,10:44,35,Fall,,,,,,,,,,
YUR23_7_A_6,7,2/6/2023,10:46,34,Fall,,,,,,,,,,
YUR23_7_A_7,7,2/6/2023,10:47,37,Fall,,,,,,,,,,
YUR23_7_A_8,7,2/6/2023,10:48,35,Fall,,,,,,,,,,
YUR23_7_A_9,7,2/6/2023,10:49,32,Fall,,,,,,,,,,
YUR23_7_B_1,7,2/6/2023,10:59,64,Spring,,Early/Early,,,,,Spring*,,,
YUR23_7_B_2,7,2/6/2023,11:04,52,Spring,,,,,,,,,,
YUR23_7_B_3,7,2/6/2023,11:06,54,Spring,,Early/Early,,,,,Spring*,,,
